timestamp,action,symbol,quantity,price
2025-05-06T10:10:19.924141-07:00,sell,FSLR,0.056963,129.015
2025-05-06T11:15:38.851866-07:00,buy,AMD,0.072513,98.685
2025-05-06T11:15:40.570438-07:00,buy,ZM,0.091801,77.95
2025-05-06T11:15:46.332846-07:00,buy,DOCU,0.087609,81.68
2025-05-06T11:15:49.711688-07:00,buy,NET,0.059057,121.17
2025-05-06T11:15:50.022600-07:00,buy,ESTC,0.086717,82.52
2025-05-06T11:15:50.338104-07:00,buy,MDB,0.041808,171.16
2025-05-06T11:15:50.640316-07:00,buy,TTD,0.128761,55.575
2025-05-06T11:15:58.284797-07:00,buy,TWLO,0.070735,101.165
2025-05-06T11:15:58.837892-07:00,buy,SNAP,0.848861,8.43
2025-05-06T11:15:59.394926-07:00,buy,SHOP,0.075949,94.22
2025-05-06T11:18:28.172564-07:00,sell,W,0.242039,29.96
2025-05-06T11:18:28.908307-07:00,buy,DT,0.151384,47.27
2025-05-06T11:18:49.855760-07:00,sell,AMD,0.072513,98.73
2025-05-06T11:18:51.075746-07:00,buy,DKNG,0.181757,33.46
2025-05-06T11:18:51.615935-07:00,buy,SNOW,0.03625,167.77
2025-05-06T11:20:58.800937-07:00,sell,FSLR,0.056963,126.44
2025-05-06T11:21:15.131642-07:00,sell,ZM,0.091801,78.02
2025-05-06T11:21:16.074709-07:00,buy,PINS,0.225956,26.915
2025-05-06T11:21:17.538410-07:00,buy,RIOT,0.776705,7.83
2025-05-06T11:21:17.847530-07:00,buy,MARA,0.462831,13.14
2025-05-06T11:22:12.328491-07:00,buy,ROKU,0.092077,59.93
2025-05-06T11:23:28.200390-07:00,sell,DOCU,0.087609,81.9
2025-05-06T11:24:32.203632-07:00,sell,DKNG,0.181757,33.515
2025-05-06T11:25:39.570008-07:00,sell,NET,0.059057,121.17
2025-05-06T11:26:43.970544-07:00,sell,SNOW,0.03625,167.97
2025-05-06T11:26:44.919015-07:00,buy,DDOG,0.052024,106.07
2025-05-06T11:27:40.415317-07:00,sell,ESTC,0.086717,82.77
2025-05-06T11:29:03.615247-07:00,sell,PINS,0.225956,26.96
2025-05-06T11:32:21.089944-07:00,sell,AMD,0.072513,99.23
2025-05-06T11:32:21.600638-07:00,buy,MRNA,0.218257,24.525
2025-05-06T11:34:21.612107-07:00,sell,ROKU,0.092077,60.1
2025-05-06T11:36:34.788096-07:00,sell,DKNG,0.181757,33.555
2025-05-06T11:38:43.411268-07:00,sell,SNOW,0.03625,168.01
2025-05-06T11:40:53.508889-07:00,sell,ZM,0.091801,78.085
2025-05-06T11:43:20.588501-07:00,sell,DDOG,0.052024,105.9
2025-05-06T11:45:36.393867-07:00,sell,PINS,0.225956,27.04
2025-05-06T11:45:36.892935-07:00,buy,BYND,2.103242,2.545
2025-05-06T11:47:37.381851-07:00,sell,RIOT,0.776705,7.85
2025-05-06T11:50:41.852719-07:00,sell,MARA,0.462831,13.14
2025-05-06T11:52:52.041189-07:00,sell,DOCU,0.087609,82.12
2025-05-06T11:55:04.221751-07:00,sell,NET,0.059057,122
2025-05-06T11:57:31.643622-07:00,sell,ESTC,0.086717,82.9
2025-05-06T11:59:33.960636-07:00,sell,MDB,0.041808,172.68
2025-05-06T12:01:45.283629-07:00,sell,TTD,0.128761,56.01
2025-05-06T12:03:52.935381-07:00,sell,TWLO,0.070735,101.385
2025-05-06T12:05:53.136084-07:00,sell,SNAP,0.848861,8.485
2025-05-06T12:07:58.573306-07:00,sell,SHOP,0.075949,94.535
2025-05-06T12:10:06.101934-07:00,sell,DT,0.151384,47.46
2025-05-06T12:10:06.578270-07:00,buy,CRON,2.893378,1.85
2025-05-06T12:10:07.583725-07:00,buy,SPCE,1.894779,2.825
2025-05-06T12:10:07.895542-07:00,buy,BABA,0.041822,127.99
2025-05-06T12:12:27.879657-07:00,sell,FSLR,0.056963,127.15
2025-05-06T12:16:11.626544-07:00,sell,ROKU,0.092077,60.27
2025-05-06T12:18:19.497741-07:00,sell,DKNG,0.181757,33.695
2025-05-06T12:20:22.721910-07:00,sell,ZM,0.091801,78.26
2025-05-06T12:22:18.677139-07:00,sell,DDOG,0.052024,106.63
2025-05-06T12:24:41.802621-07:00,sell,MARA,0.462831,13.24
2025-05-06T12:27:18.389709-07:00,sell,DOCU,0.087609,82.13
2025-05-06T12:29:29.750378-07:00,sell,ESTC,0.086717,82.85
2025-05-06T12:31:53.374736-07:00,sell,MDB,0.041808,173.09
2025-05-06T12:34:15.479841-07:00,sell,TTD,0.128761,55.88
2025-05-06T12:34:16.388151-07:00,buy,TDOC,0.725916,6.82
2025-05-06T12:36:17.225734-07:00,sell,TWLO,0.070735,101.79
2025-05-06T12:38:49.923454-07:00,sell,SNAP,0.848861,8.43
2025-05-06T12:40:56.891886-07:00,sell,SHOP,0.075949,94.34
2025-05-06T12:42:56.775376-07:00,sell,DT,0.151384,47.36
2025-05-06T12:42:57.714242-07:00,buy,AMC,1.850748,2.675
2025-05-06T12:45:20.981710-07:00,sell,FSLR,0.056963,127.84
2025-05-06T12:49:05.714885-07:00,sell,DKNG,0.181757,33.685
2025-05-06T12:51:11.158278-07:00,sell,ZM,0.091801,78.18
2025-05-06T12:53:50.548252-07:00,sell,DDOG,0.052024,106.53
2025-05-06T12:56:17.771802-07:00,sell,PINS,0.225956,27
2025-05-06T12:58:35.432970-07:00,sell,RIOT,0.776705,7.88
2025-05-06T13:00:43.972900-07:00,sell,MARA,0.462831,13.16
2025-05-06T13:03:10.287639-07:00,sell,DOCU,0.087609,81.67
2025-05-06T13:05:13.168449-07:00,sell,ESTC,0.086717,82.78
2025-05-06T13:07:27.245726-07:00,sell,MDB,0.041808,172.03
2025-05-06T13:09:13.989522-07:00,sell,TTD,0.128761,55.62
2025-05-06T13:11:16.998168-07:00,sell,TWLO,0.070735,100.83
2025-05-06T13:13:58.623155-07:00,sell,SNAP,0.848861,8.35
2025-05-06T13:16:17.966513-07:00,sell,SHOP,0.075949,93.82
2025-05-06T13:18:22.878557-07:00,sell,W,0.242039,30.17
2025-05-06T13:20:38.425729-07:00,sell,DT,0.151384,47.33
2025-05-06T13:23:10.568424-07:00,sell,FSLR,0.056963,126.71
